Time,RPM,Gear,Speed_KPH,Gas_Input,Lat_G,Long_G,Pitch,Roll,FL_Load,FR_Load,RL_Load,RR_Load,FL_Slip,FR_Slip,RL_Slip,RR_Slip
0.0,1123,1,0.6,0.0,0.001,0.043,0.004,-0.0,4987,4984,4809,4793,0.02,0.02,0.04,0.04
0.03,1130,1,0.6,0.02,-0.008,-0.074,0.004,-0.0,4985,4990,4846,4837,0.02,0.01,0.03,0.02
0.061,1134,1,0.6,0.02,0.03,0.077,0.004,-0.0,4990,4984,4846,4856,0.01,0.03,0.02,0.02
0.092,1129,1,0.7,0.02,0.026,-0.007,0.004,-0.0,4973,4978,4854,4858,0.01,0.02,0.02,0.02
0.123,1130,1,0.7,0.02,-0.023,-0.063,0.004,-0.0,4967,4987,4817,4839,0.03,0.01,0.03,0.02
0.154,1133,1,0.7,0.02,0.008,0.059,0.004,-0.0,4969,4986,4840,4853,0.01,0.03,0.02,0.02
0.17,1135,1,0.7,0.02,-0.042,0.062,0.004,-0.0,4969,4987,4834,4844,0.03,0.01,0.02,0.02
0.202,1131,1,0.7,0.02,-0.019,-0.034,0.004,-0.0,4973,4987,4770,4781,0.02,0.02,0.03,0.03
0.218,1125,1,0.7,0.0,-0.027,-0.091,0.004,-0.0,4979,4985,4802,4815,0.04,0.01,0.02,0.02
0.235,1119,1,0.7,0.0,0.005,-0.097,0.004,-0.0,4986,4982,4803,4812,0.02,0.04,0.04,0.04
0.267,1123,1,0.7,0.0,-0.07,0.083,0.004,-0.0,4992,4988,4803,4836,0.04,0.01,0.02,0.01
0.297,1119,1,0.7,0.0,-0.001,0.088,0.004,-0.0,4990,4990,4824,4782,0.03,0.02,0.03,0.05
0.314,1121,1,0.7,0.02,-0.02,-0.044,0.004,-0.0,4999,4987,4822,4829,0.03,0.02,0.03,0.01
0.345,1115,1,0.8,0.0,-0.043,0.028,0.004,-0.0,4987,4993,4848,4840,0.03,0.01,0.02,0.01
0.376,1114,1,0.8,0.0,0.035,0.021,0.004,-0.0,4989,4990,4835,4831,0.02,0.04,0.02,0.02
0.392,1113,1,0.8,0.0,-0.007,0.037,0.004,-0.0,4990,4994,4834,4822,0.04,0.01,0.02,0.03
0.408,1116,1,0.8,0.0,0.015,0.006,0.004,-0.0,4999,4984,4817,4826,0.02,0.04,0.02,0.02
0.44,1120,1,0.8,0.0,0.03,-0.031,0.004,-0.0,4991,4994,4814,4813,0.03,0.03,0.02,0.03
0.457,1118,1,0.8,0.02,-0.01,-0.018,0.004,-0.0,4995,4995,4827,4826,0.03,0.03,0.02,0.03
0.473,1123,1,0.8,0.02,0.034,0.073,0.004,-0.0,4992,5000,4818,4810,0.02,0.03,0.01,0.02
0.504,1119,1,0.8,0.0,-0.007,-0.025,0.004,-0.0,4998,4994,4785,4814,0.03,0.03,0.03,0.02
0.535,1128,1,0.8,0.02,-0.013,-0.037,0.004,-0.0,4987,5002,4803,4808,0.04,0.03,0.02,0.02
0.567,1117,1,0.8,0.0,0.035,0.045,0.004,-0.0,4983,4998,4820,4828,0.02,0.03,0.02,0.01
0.598,1118,1,0.8,0.0,-0.02,0.06,0.004,-0.0,4986,4984,4780,4817,0.03,0.02,0.02,0.03
0.629,1121,1,0.8,0.0,0.022,-0.075,0.004,-0.0,4989,4993,4795,4812,0.03,0.02,0.02,0.02
0.645,1127,1,0.8,0.02,-0.004,-0.032,0.004,-0.0,4993,4992,4824,4823,0.03,0.03,0.02,0.02
0.676,1118,1,0.8,0.0,-0.021,0.035,0.004,-0.0,4998,4995,4821,4833,0.04,0.02,0.03,0.03
0.692,1124,1,0.8,0.02,0.022,0.136,0.004,-0.0,5004,4992,4808,4820,0.03,0.04,0.02,0.04
0.724,1126,1,0.8,0.0,0.016,0.022,0.004,-0.0,5002,4994,4771,4808,0.04,0.03,0.05,0.04
0.754,1119,1,0.8,0.0,-0.04,-0.092,0.004,-0.0,5005,4995,4833,4836,0.04,0.03,0.06,0.05
0.785,1117,1,0.8,0.0,-0.051,0.109,0.004,-0.0,5008,4997,4817,4839,0.05,0.02,0.03,0.02
0.817,1120,1,0.8,0.02,0.006,0.009,0.004,0.0,5002,4994,4832,4779,0.03,0.03,0.03,0.03
0.847,1121,1,0.8,0.02,0.001,-0.049,0.004,0.0,4999,4993,4827,4806,0.02,0.02,0.03,0.04
0.877,1124,1,0.8,0.02,0.01,0.126,0.004,-0.0,5001,4999,4813,4789,0.02,0.04,0.04,0.03
0.893,1118,1,0.8,0.0,0.025,0.048,0.004,-0.0,4996,5002,4815,4796,0.03,0.03,0.03,0.04
0.91,1120,1,0.8,0.02,-0.017,0.032,0.004,-0.0,4997,4997,4812,4792,0.02,0.03,0.04,0.04
0.94,1123,1,0.8,0.0,-0.025,-0.06,0.004,-0.0,4989,5008,4824,4827,0.04,0.02,0.02,0.03
0.956,1123,1,0.8,0.02,0.018,-0.03,0.004,-0.0,4994,4995,4806,4840,0.01,0.04,0.03,0.04
0.988,1121,1,0.9,0.0,-0.008,0.084,0.004,-0.0,4983,5010,4802,4834,0.03,0.03,0.03,0.02
1.018,1127,1,0.8,0.02,-0.013,-0.06,0.004,-0.0,4987,5009,4758,4781,0.04,0.03,0.03,0.03
1.049,1131,1,0.9,0.02,-0.003,-0.038,0.004,-0.0,4994,5002,4810,4820,0.03,0.04,0.06,0.04
1.065,1129,1,0.9,0.02,-0.021,-0.021,0.004,-0.0,5000,5000,4810,4833,0.04,0.03,0.04,0.03
1.096,1123,1,0.9,0.0,-0.001,0.117,0.004,-0.0,4997,4991,4783,4810,0.03,0.03,0.04,0.03
1.112,1122,1,0.9,0.0,0.036,0.05,0.004,-0.0,5001,4989,4778,4791,0.03,0.04,0.05,0.05
1.142,1121,1,0.9,0.0,0.035,-0.068,0.004,0.0,5008,4981,4845,4850,0.03,0.03,0.04,0.04
1.158,1123,1,0.9,0.02,0.001,-0.027,0.004,0.0,5006,4983,4858,4840,0.03,0.03,0.03,0.03
1.189,1120,1,0.9,0.02,-0.008,0.074,0.004,0.0,5000,4983,4834,4809,0.03,0.03,0.04,0.04
1.221,1114,1,0.9,0.0,0.04,-0.136,0.004,0.0,5005,4982,4826,4819,0.02,0.04,0.03,0.05
1.252,1120,1,0.9,0.0,0.011,-0.03,0.004,0.0,5006,4989,4830,4834,0.04,0.03,0.05,0.05
1.269,1129,1,0.9,0.02,0.04,0.107,0.004,0.0,5002,4998,4840,4802,0.01,0.06,0.02,0.03
1.285,1120,1,0.9,0.0,-0.047,0.11,0.004,-0.0,4992,5008,4819,4816,0.05,0.02,0.02,0.01
1.317,1122,1,0.9,0.02,-0.004,0.058,0.004,-0.0,4994,5019,4755,4766,0.03,0.03,0.05,0.04
1.334,1115,1,0.9,0.0,-0.021,-0.089,0.004,-0.0,4995,5012,4736,4787,0.05,0.02,0.03,0.03
1.364,1109,1,0.9,0.0,0.01,-0.054,0.004,-0.0,4992,5019,4787,4813,0.03,0.03,0.04,0.04
1.394,1108,1,0.9,0.0,0.001,0.105,0.004,-0.0,5015,4999,4752,4828,0.03,0.03,0.04,0.03
1.411,1105,1,0.9,0.0,0.034,0.062,0.004,-0.0,5001,5016,4792,4779,0.03,0.04,0.03,0.03
1.427,1108,1,0.8,0.0,-0.028,-0.042,0.004,-0.0,5006,5023,4805,4795,0.04,0.02,0.02,0.02
1.458,1106,1,0.9,0.0,0.018,-0.032,0.004,-0.0,5009,5016,4820,4821,0.03,0.04,0.01,0.02
1.475,1105,1,0.9,0.0,-0.013,0.011,0.004,-0.0,5016,5016,4833,4814,0.05,0.02,0.01,0.02
1.507,1106,1,0.9,0.0,0.055,0.038,0.004,-0.0,5011,5006,4813,4806,0.03,0.04,0.02,0.02
1.537,1103,1,0.8,0.0,0.008,-0.052,0.004,-0.0,5019,5006,4800,4802,0.03,0.03,0.03,0.02
1.554,1100,1,0.8,0.0,-0.013,-0.067,0.004,-0.0,5010,5004,4816,4798,0.03,0.03,0.03,0.03
1.57,1102,1,0.8,0.02,-0.031,-0.061,0.004,-0.0,5008,5006,4821,4803,0.04,0.03,0.02,0.02
1.601,1098,1,0.0,0.0,0.0,0.0,0.004,-0.0,4994,4990,4875,4860,0.05,0.06,0.02,0.04
1.617,1116,1,0.0,0.02,-0.01,-0.004,0.004,0.0,5011,5006,4780,4745,0.03,0.03,0.06,0.06
1.647,1120,1,0.0,0.0,-0.009,0.049,0.004,-0.0,4992,4986,4823,4810,0.03,0.03,0.02,0.02
1.678,1118,1,0.0,0.0,-0.003,0.019,0.004,-0.0,4962,4962,4803,4800,0.01,0.01,0.01,0.02
1.694,1113,1,0.0,0.0,0.014,-0.009,0.004,-0.0,4975,4982,4805,4812,0.02,0.02,0.02,0.01
1.711,1110,1,0.0,0.0,-0.004,-0.068,0.004,-0.0,4978,4981,4790,4812,0.01,0.01,0.01,0.02
1.727,1110,1,0.0,0.0,-0.005,0.036,0.004,-0.0,4973,4975,4801,4831,0.01,0.01,0.01,0.01
1.758,1106,1,0.1,0.0,0.008,-0.01,0.004,-0.0,4980,4991,4832,4819,0.01,0.01,0.02,0.01
1.789,1110,1,0.1,0.0,-0.007,-0.029,0.004,-0.0,4996,4991,4834,4838,0.01,0.01,0.02,0.03
1.82,1105,1,0.1,0.0,-0.0,0.019,0.004,-0.0,4995,4999,4823,4828,0.01,0.0,0.02,0.02
1.851,1105,1,0.1,0.0,-0.032,-0.007,0.004,-0.0,4988,5002,4811,4819,0.02,0.0,0.02,0.02
1.882,1103,1,0.1,0.0,0.037,0.015,0.004,-0.0,5000,5001,4812,4803,0.0,0.01,0.01,0.02
1.914,1108,1,0.1,0.02,0.03,-0.024,0.004,-0.0,5007,5003,4791,4795,0.01,0.01,0.01,0.02
1.93,1112,1,0.1,0.0,-0.031,-0.016,0.004,-0.0,5006,5005,4788,4767,0.01,0.01,0.01,0.0
1.946,1108,1,0.1,0.0,-0.007,-0.021,0.004,-0.0,4998,5008,4771,4788,0.0,0.0,0.02,0.0
1.977,1109,1,0.1,0.0,0.014,0.016,0.004,-0.0,5011,5008,4817,4795,0.0,0.02,0.02,0.02
2.007,1108,1,0.1,0.0,0.029,-0.02,0.004,-0.0,5017,5006,4800,4795,0.0,0.01,0.0,0.02
2.038,1108,1,0.1,0.0,-0.001,-0.003,0.004,-0.0,5009,5016,4802,4821,0.01,0.01,0.02,0.01
2.069,1104,1,0.1,0.0,0.034,-0.01,0.004,-0.0,5010,5009,4819,4831,0.0,0.01,0.01,0.01
2.099,1109,1,0.1,0.02,0.027,-0.004,0.004,-0.0,5011,5000,4793,4842,0.0,0.0,0.02,0.02
2.115,1111,1,0.1,0.0,0.025,0.038,0.004,-0.0,5005,5003,4825,4831,0.0,0.01,0.01,0.03
2.132,1110,1,0.1,0.0,-0.029,0.007,0.004,-0.0,5006,5002,4824,4830,0.0,0.0,0.02,0.0
2.148,1107,1,0.1,0.0,0.023,0.024,0.004,-0.0,5005,4996,4824,4811,0.0,0.01,0.01,0.01
2.179,1112,1,0.1,0.0,0.017,0.001,0.004,-0.0,5003,4995,4806,4808,0.0,0.01,0.01,0.01
2.209,1112,1,0.1,0.0,0.001,-0.003,0.004,-0.0,4992,4993,4805,4815,0.0,0.01,0.01,0.01
2.241,1120,1,0.1,0.02,-0.014,0.012,0.004,-0.0,4990,4989,4795,4804,0.0,0.01,0.01,0.01
2.257,1116,1,0.1,0.0,0.03,0.003,0.004,-0.0,4988,4987,4807,4824,0.01,0.0,0.01,0.01
2.274,1119,1,0.1,0.02,0.018,0.044,0.004,-0.0,4984,4987,4812,4821,0.0,0.01,0.01,0.02
2.304,1117,1,0.1,0.02,0.008,0.006,0.004,-0.0,4985,4987,4819,4808,0.0,0.01,0.01,0.02
2.32,1112,1,0.1,0.0,-0.025,-0.004,0.004,-0.0,4991,4983,4826,4823,0.01,0.0,0.01,0.01
2.337,1109,1,0.1,0.0,0.018,-0.003,0.004,-0.0,4998,4989,4819,4811,0.0,0.01,0.01,0.02
2.368,1105,1,0.1,0.0,-0.012,0.006,0.004,-0.0,4998,4992,4827,4793,0.0,0.0,0.01,0.01
2.399,1103,1,0.1,0.0,-0.009,-0.029,0.004,-0.0,5000,4996,4811,4811,0.0,0.01,0.02,0.01
2.415,1100,1,0.1,0.0,-0.001,0.012,0.004,-0.0,5000,5002,4814,4813,0.0,0.01,0.02,0.02
2.446,1096,1,0.1,0.0,0.015,-0.011,0.004,-0.0,5006,5000,4806,4814,0.0,0.01,0.01,0.02
2.476,1098,1,0.0,0.0,0.0,0.0,0.004,-0.0,5001,5001,4823,4814,0.01,0.0,0.02,0.01
2.492,1096,1,0.0,0.0,0.0,0.0,0.004,-0.0,4998,5004,4809,4811,0.01,0.0,0.01,0.01
2.522,1092,1,0.0,0.0,0.0,0.0,0.004,-0.0,4992,5002,4815,4809,0.01,0.0,0.02,0.01
2.552,1088,1,0.0,0.0,0.0,0.0,0.004,-0.0,4985,5000,4828,4829,0.01,0.01,0.01,0.02
2.568,1086,1,0.0,0.0,0.0,0.0,0.004,-0.0,4986,4995,4820,4842,0.01,0.0,0.01,0.03
2.599,1083,1,0.0,0.0,0.0,0.0,0.004,-0.0,4987,4995,4817,4826,0.01,0.0,0.01,0.01
2.63,1079,1,0.0,0.0,0.0,0.0,0.004,-0.0,4984,4996,4807,4830,0.01,0.0,0.01,0.01
2.646,1077,1,0.0,0.0,0.0,0.0,0.004,-0.0,4987,4996,4806,4830,0.0,0.0,0.01,0.02
2.677,1074,1,0.0,0.0,0.0,0.0,0.004,-0.0,4987,5000,4800,4828,0.01,0.0,0.01,0.02
2.707,1070,1,0.0,0.0,0.0,0.0,0.004,-0.0,4985,4998,4818,4829,0.01,0.01,0.01,0.01
2.738,1067,1,0.0,0.0,0.0,0.0,0.004,-0.0,4980,4997,4818,4833,0.01,0.01,0.02,0.02
2.769,1063,1,0.0,0.0,0.0,0.0,0.004,-0.0,4987,4999,4832,4838,0.0,0.0,0.01,0.01
2.799,1060,1,0.0,0.0,0.0,0.0,0.004,-0.0,4992,5003,4823,4836,0.0,0.0,0.02,0.02
2.83,1057,1,0.0,0.0,0.0,0.0,0.004,-0.0,4993,5006,4818,4838,0.0,0.0,0.02,0.02
2.847,1060,1,0.0,0.0,0.0,0.0,0.004,-0.0,4994,5007,4818,4844,0.0,0.01,0.01,0.02
2.878,1057,1,0.0,0.0,0.0,0.0,0.004,-0.0,4997,5008,4813,4833,0.0,0.01,0.01,0.01
2.908,1054,1,0.0,0.0,0.0,0.0,0.004,-0.0,4993,5009,4815,4824,0.0,0.0,0.01,0.02
2.938,1051,1,0.0,0.0,0.0,0.0,0.004,-0.0,4994,5005,4808,4826,0.0,0.0,0.02,0.01
2.969,1058,1,0.0,0.0,0.0,0.0,0.004,-0.0,4995,5005,4810,4825,0.0,0.0,0.02,0.01
2.985,1060,1,0.0,0.0,0.0,0.0,0.004,-0.0,4995,5006,4820,4833,0.0,0.0,0.01,0.01
3.017,1061,1,0.0,0.0,0.0,0.0,0.004,-0.0,4993,5009,4820,4835,0.0,0.01,0.02,0.02
3.049,1057,1,0.0,0.0,0.0,0.0,0.004,-0.0,4990,4999,4822,4840,0.0,0.01,0.02,0.02
3.065,1056,1,0.0,0.0,0.0,0.0,0.004,-0.0,4991,4997,4828,4850,0.0,0.01,0.02,0.02
3.081,1054,1,0.0,0.0,0.0,0.0,0.004,-0.0,4991,4995,4830,4836,0.01,0.01,0.01,0.01
3.113,1051,1,0.0,0.0,0.0,0.0,0.004,-0.0,4987,4994,4826,4821,0.01,0.01,0.01,0.02
3.144,1048,1,0.0,0.0,0.0,0.0,0.004,-0.0,4989,4992,4824,4828,0.02,0.01,0.02,0.01
3.175,1050,1,0.0,0.0,0.0,0.0,0.004,-0.0,4987,4985,4810,4819,0.0,0.02,0.02,0.02
3.192,1058,1,0.0,0.0,0.0,0.0,0.004,-0.0,4988,4986,4815,4817,0.0,0.02,0.01,0.01
3.222,1067,1,0.0,0.0,0.0,0.0,0.004,-0.0,4997,4982,4804,4808,0.01,0.02,0.01,0.01
3.252,1071,1,0.0,0.0,0.0,0.0,0.004,-0.0,5004,4977,4814,4812,0.01,0.02,0.01,0.01
3.284,1085,1,0.0,0.0,0.0,0.0,0.004,-0.0,5005,4978,4805,4800,0.01,0.02,0.01,0.01
3.314,1095,1,0.0,0.0,0.0,0.0,0.004,0.0,5009,4974,4808,4792,0.01,0.02,0.01,0.01
3.344,1110,1,0.0,0.0,0.004,0.001,0.004,0.0,5013,4971,4802,4805,0.01,0.0,0.0,0.02
3.36,1113,1,0.0,0.0,-0.014,0.005,0.004,0.0,4992,4987,4827,4781,0.01,0.0,0.01,0.02
3.376,1110,1,0.0,0.0,0.002,-0.03,0.004,0.0,4990,4991,4820,4798,0.0,0.02,0.02,0.01
3.408,1113,1,0.0,0.0,-0.043,-0.009,0.004,-0.0,4989,4993,4814,4791,0.0,0.0,0.02,0.01
3.424,1114,1,0.0,0.0,0.012,0.023,0.004,-0.0,4993,4994,4799,4833,0.01,0.01,0.01,0.01
3.44,1110,1,0.0,0.0,-0.028,-0.019,0.004,-0.0,4998,4990,4807,4826,0.0,0.0,0.01,0.02
3.472,1106,1,0.0,0.0,0.023,0.014,0.004,-0.0,4996,5006,4807,4837,0.01,0.02,0.0,0.02
3.502,1106,1,0.0,0.0,0.049,0.022,0.004,-0.0,4989,5002,4825,4806,0.02,0.01,0.01,0.02
3.518,1104,1,0.0,0.0,-0.034,0.008,0.004,-0.0,4988,5005,4802,4827,0.0,0.02,0.02,0.0
3.549,1101,1,0.0,0.0,-0.017,-0.011,0.004,-0.0,4993,5008,4794,4819,0.0,0.0,0.01,0.0
3.579,1096,1,0.0,0.0,0.017,0.004,0.004,-0.0,5002,5002,4799,4797,0.01,0.01,0.0,0.0
3.611,1092,1,0.0,0.0,-0.042,0.021,0.004,-0.0,5011,4998,4792,4821,0.01,0.01,0.01,0.02
3.627,1101,1,0.0,0.0,0.04,0.009,0.004,-0.0,5006,5006,4817,4804,0.01,0.02,0.0,0.01
3.643,1102,1,0.0,0.0,0.0,0.0,0.004,-0.0,4996,5001,4821,4813,0.01,0.0,0.02,0.01
3.674,1100,1,0.0,0.0,0.0,0.0,0.004,-0.0,5000,4999,4803,4801,0.01,0.01,0.01,0.0
3.706,1095,1,0.0,0.0,0.0,0.0,0.004,-0.0,4998,4996,4789,4805,0.0,0.01,0.01,0.01
3.722,1125,1,0.0,0.09,0.003,-0.009,0.004,-0.0,4999,4998,4804,4818,0.0,0.01,0.01,0.01
3.753,1374,1,0.2,0.5,0.012,0.355,0.004,-0.0,4957,4957,5043,5013,0.02,0.02,0.15,0.15
3.784,1519,1,0.9,0.78,0.026,0.862,0.005,-0.0,4707,4705,5568,5553,0.04,0.04,0.36,0.35
3.815,1623,1,2.0,1.0,0.021,1.237,0.007,-0.0,4210,4220,6284,6245,0.08,0.08,0.64,0.63
3.846,1673,1,3.5,1.0,0.005,1.347,0.01,-0.0,3495,3509,6825,6823,0.14,0.15,1.99,1.98
3.862,1687,1,4.3,1.0,0.002,1.326,0.011,-0.0,3215,3225,6833,6815,0.15,0.14,3.71,3.72
3.879,1701,1,5.0,1.0,0.006,1.331,0.013,-0.0,3037,3051,6817,6794,0.18,0.18,5.16,5.19
3.909,1924,1,6.4,1.0,0.004,1.337,0.016,-0.0,2750,2784,6962,6970,0.21,0.2,6.8,6.78
3.925,2182,1,7.2,1.0,0.002,1.358,0.019,-0.0,2600,2634,7074,7088,0.22,0.22,7.22,7.23
3.956,2687,1,8.7,1.0,-0.003,1.365,0.022,-0.0,2405,2435,7214,7227,0.24,0.25,7.61,7.61
3.972,3007,1,9.5,1.0,-0.004,1.376,0.024,-0.0,2320,2342,7290,7299,0.26,0.26,7.74,7.71
3.989,3255,1,10.3,1.0,-0.004,1.376,0.025,-0.0,2263,2283,7345,7348,0.27,0.27,7.79,7.8
4.019,3655,1,11.7,1.0,-0.002,1.377,0.027,-0.0,2195,2202,7421,7408,0.28,0.29,7.9,7.89
4.049,4063,1,13.2,1.0,-0.001,1.37,0.029,-0.0,2231,2217,7447,7422,0.28,0.29,7.94,7.95
4.079,4497,1,14.6,1.0,-0.005,1.348,0.03,0.0,2348,2323,7433,7401,0.25,0.25,7.94,7.97
4.096,4588,1,15.5,1.0,-0.008,1.328,0.03,0.0,2435,2399,7407,7367,0.23,0.23,7.98,8.01
4.127,4524,1,16.9,1.0,-0.016,1.286,0.03,0.0,2588,2529,7310,7250,0.19,0.19,8.02,8.02
4.158,4794,1,18.3,1.0,-0.023,1.23,0.03,0.0,2764,2657,7089,6996,0.18,0.16,8.02,8.03
4.174,4834,1,19.0,1.0,-0.027,1.204,0.03,0.0,2844,2712,6987,6875,0.17,0.15,8.0,8.01
4.19,4856,1,19.6,1.0,-0.032,1.183,0.03,0.0,2926,2760,6901,6768,0.17,0.14,7.97,7.97
4.206,4874,1,20.3,1.0,-0.038,1.169,0.029,0.001,3020,2813,6821,6655,0.17,0.13,7.93,7.94
4.222,4884,1,21.0,1.0,-0.041,1.155,0.029,0.001,3088,2853,6769,6577,0.17,0.13,7.9,7.9
4.239,4892,1,21.7,1.0,-0.048,1.146,0.028,0.001,3137,2884,6726,6499,0.17,0.12,7.84,7.87
4.27,4901,1,22.9,1.0,-0.056,1.125,0.027,0.001,3214,2890,6689,6397,0.17,0.11,7.79,7.78
4.301,4905,1,24.2,1.0,-0.066,1.126,0.027,0.002,3301,2905,6686,6329,0.17,0.11,7.69,7.71
4.332,4757,1,25.4,1.0,-0.066,1.141,0.026,0.002,3357,2913,6690,6291,0.18,0.12,7.6,7.64
4.349,4544,1,26.0,1.0,-0.071,1.144,0.025,0.002,3382,2918,6676,6264,0.19,0.13,7.51,7.54
4.379,4332,1,27.3,1.0,-0.075,1.186,0.025,0.002,3414,2921,6750,6327,0.2,0.14,7.34,7.36
4.395,4203,1,28.0,1.0,-0.078,1.205,0.025,0.002,3421,2915,6797,6373,0.21,0.16,7.21,7.28
4.411,4089,1,28.7,1.0,-0.081,1.228,0.025,0.002,3420,2906,6839,6416,0.22,0.17,7.12,7.18
4.442,3844,1,30.0,1.0,-0.084,1.257,0.025,0.002,3411,2882,6932,6511,0.23,0.18,6.89,6.97
4.458,3688,1,30.8,1.0,-0.089,1.275,0.025,0.002,3398,2860,6983,6562,0.24,0.18,6.75,6.81
4.489,3409,1,32.2,1.0,-0.094,1.305,0.025,0.002,3360,2790,7048,6614,0.25,0.19,6.42,6.51
4.519,3133,1,33.5,1.0,-0.102,1.322,0.026,0.003,3287,2678,7137,6665,0.25,0.2,6.09,6.21
4.536,2970,1,34.4,1.0,-0.113,1.337,0.026,0.003,3244,2607,7193,6699,0.25,0.21,5.85,5.97
4.552,2832,1,35.1,1.0,-0.114,1.345,0.026,0.003,3214,2548,7244,6724,0.27,0.21,5.63,5.75
4.568,2686,1,35.8,1.0,-0.118,1.359,0.027,0.003,3184,2491,7298,6747,0.28,0.22,5.35,5.51
4.599,2346,1,37.4,1.0,-0.138,1.385,0.028,0.003,3145,2369,7422,6784,0.29,0.23,4.68,4.84
4.629,2007,1,38.9,1.0,-0.17,1.41,0.028,0.004,3137,2258,7558,6801,0.29,0.24,3.79,4.0
4.645,1825,1,39.7,1.0,-0.195,1.426,0.029,0.004,3145,2197,7641,6794,0.3,0.23,3.19,3.43
4.676,1594,1,41.3,1.0,-0.476,1.497,0.03,0.005,3219,2004,8065,6664,0.31,0.25,0.85,1.16
4.708,3168,1,42.6,1.0,-0.497,1.347,0.03,0.009,3702,1461,8098,5503,0.28,0.29,0.5,0.73
4.739,4478,1,43.9,1.0,-0.248,1.241,0.03,0.013,4011,1176,8451,5394,0.27,0.31,0.34,0.49
4.769,4786,1,45.4,0.99,-0.234,1.329,0.03,0.015,4105,1433,8457,5784,0.24,0.22,0.37,0.52
4.799,4699,1,46.8,0.94,-0.267,1.395,0.03,0.014,3988,1837,8282,6257,0.23,0.17,0.43,0.61
4.815,4639,1,47.7,0.9,-0.266,1.405,0.03,0.012,3797,1932,8101,6437,0.24,0.16,0.45,0.63
4.845,3334,1,49.2,0.86,-0.237,1.451,0.03,0.01,3443,2071,7823,6652,0.24,0.15,0.55,0.74
4.877,1809,1,50.7,0.85,-0.245,1.391,0.03,0.007,3157,2220,7592,6818,0.24,0.14,0.33,0.45
4.907,1751,1,52.2,0.84,-0.174,1.435,0.03,0.006,3118,2352,7307,6737,0.22,0.13,0.47,0.54
4.924,1998,1,52.9,0.84,-0.224,1.169,0.03,0.005,3145,2401,7209,6745,0.22,0.12,0.38,0.51
4.954,2034,1,54.1,0.83,-0.258,0.48,0.03,0.004,3256,2453,7105,6588,0.22,0.11,0.14,0.24
4.97,1824,1,54.8,0.83,-0.162,1.355,0.029,0.004,3380,2478,7008,6380,0.21,0.1,0.84,1.03
4.987,2083,1,55.5,0.83,-0.269,0.229,0.029,0.005,3468,2499,7033,6293,0.2,0.1,0.05,0.07
5.018,1966,1,56.7,0.83,-0.19,1.327,0.028,0.005,3595,2532,7171,6196,0.2,0.08,0.55,0.65
5.034,2162,1,57.3,0.83,-0.234,1.192,0.028,0.005,3641,2524,7214,6160,0.2,0.1,0.47,0.63
5.05,1845,1,58.1,0.83,-0.194,1.365,0.028,0.006,3694,2502,7465,6248,0.2,0.08,0.65,0.79
5.081,1951,1,59.3,0.85,-0.221,1.353,0.027,0.007,3760,2455,7506,6193,0.2,0.09,0.64,0.81
5.113,1979,1,60.7,0.88,-0.212,1.362,0.027,0.008,3841,2397,7411,6028,0.2,0.11,0.67,0.84
5.143,2001,1,62.1,0.88,-0.235,1.371,0.026,0.008,3874,2354,7602,6054,0.21,0.11,0.6,0.76
5.175,2003,1,63.5,0.89,-0.244,1.379,0.026,0.009,3898,2295,7624,6063,0.21,0.11,0.56,0.68
5.191,2158,1,64.1,0.89,-0.32,1.099,0.026,0.009,3894,2266,7621,6040,0.22,0.12,0.36,0.49
5.208,2004,1,65.0,0.92,-0.275,1.353,0.026,0.009,3884,2230,7711,6109,0.22,0.12,0.43,0.53
5.239,2064,1,66.3,0.98,-0.277,1.383,0.026,0.009,3839,2167,7751,6139,0.23,0.12,0.49,0.58
5.255,2332,1,67.1,1.0,-0.294,1.364,0.027,0.009,3793,2124,7776,6163,0.24,0.13,0.64,0.82
5.287,2378,1,68.5,1.0,-0.311,1.388,0.027,0.009,3699,2039,7891,6241,0.25,0.13,0.66,0.84
5.317,2431,1,70.0,1.0,-0.328,1.398,0.027,0.009,3619,1940,7959,6263,0.25,0.14,0.67,0.85
5.333,2281,1,70.7,1.0,-0.346,1.392,0.028,0.009,3588,1889,8014,6273,0.26,0.14,0.44,0.53
5.365,2381,1,72.3,1.0,-0.4,1.319,0.028,0.009,3561,1782,8101,6260,0.26,0.15,0.43,0.52
5.396,2475,1,74.0,1.0,-0.426,1.294,0.029,0.01,3578,1685,8170,6216,0.28,0.16,0.46,0.58
5.427,2525,1,75.4,1.0,-0.444,1.293,0.029,0.01,3624,1609,8237,6163,0.29,0.16,0.47,0.59
5.458,2649,1,76.8,1.0,-0.419,1.342,0.03,0.011,3725,1536,8183,6019,0.29,0.16,0.61,0.79
5.489,2635,1,78.2,1.0,-0.518,1.099,0.03,0.012,3819,1508,8245,5900,0.3,0.16,0.39,0.51
5.505,2610,1,79.1,1.0,-0.355,1.389,0.03,0.012,3909,1498,8273,5895,0.3,0.16,0.78,0.89
5.537,2754,1,80.4,1.0,-0.393,1.383,0.03,0.013,3985,1502,8334,5852,0.3,0.16,0.86,1.09
5.567,2744,1,81.8,1.0,-0.486,1.303,0.03,0.013,4031,1508,8316,5762,0.31,0.15,0.62,0.82
5.584,2775,1,82.6,1.0,-0.528,1.225,0.03,0.013,4079,1496,8382,5735,0.3,0.16,0.48,0.62
