Time_ms,Volt,Enepaq_T,Ambient_T,UPS_V,Module_V
4092589,1.9013,21.52,20.75,3.75,3.86
4093089,1.9013,21.50,20.75,3.75,3.86
4093590,1.9025,21.78,20.75,3.75,3.86
4094089,1.9037,21.44,20.75,3.75,3.86
4094590,1.8950,22.16,20.75,3.78,3.86
4095089,1.9013,21.56,20.25,3.78,3.86
4095589,1.9037,21.50,20.25,3.78,3.86
4096089,1.8937,22.19,20.25,3.78,3.86
4096589,1.9013,21.52,20.25,3.78,3.86
4097089,1.9013,21.54,20.25,3.78,3.86
4097589,1.9000,21.94,20.25,3.78,3.86
4098089,1.9000,21.62,20.25,3.78,3.86
4098590,1.8987,22.02,20.25,3.78,3.86
4099089,1.9013,21.58,21.00,3.78,3.86
4099589,1.9000,21.62,21.00,3.78,3.86
4100089,1.8937,22.28,21.00,3.78,3.86
4100589,1.9013,21.59,21.00,3.78,3.85
4101089,1.9013,21.56,20.75,3.78,3.85
4101589,1.9000,21.85,20.75,3.78,3.85
4102089,1.8987,21.69,20.75,3.78,3.85
4102589,1.8975,22.24,20.75,3.76,3.85
4103089,1.9000,21.67,21.00,3.76,3.85
4103589,1.9013,21.66,21.00,3.76,3.85
4104089,1.8925,22.33,21.00,3.76,3.85
4104598,1.8900,22.45,21.00,3.75,3.85
4105097,1.9000,21.69,21.00,3.75,3.85
4105597,1.8987,21.73,19.75,3.75,3.85
4106097,1.8987,21.73,19.75,3.75,3.85
4106598,1.8975,21.75,19.75,3.75,3.85
4107097,1.8913,21.93,19.75,3.78,3.84
4107597,1.8987,21.81,21.00,3.78,3.84
4108097,1.9000,21.79,21.00,3.78,3.84
4108597,1.8987,21.79,21.00,3.78,3.84
4109097,1.8963,21.84,21.00,3.78,3.84
4109597,1.8913,22.36,20.25,3.78,3.84
4110097,1.8987,21.82,20.25,3.78,3.84
4110598,1.8887,22.61,20.25,3.78,3.84
4111097,1.8925,22.18,20.25,3.76,3.84
4111598,1.8987,21.80,21.00,3.76,3.84
4112097,1.8975,21.90,21.00,3.76,3.84
4112598,1.8963,21.86,21.00,3.76,3.84
4113097,1.8975,21.85,21.00,3.78,3.84
4113597,1.8987,21.85,20.75,3.78,3.84
4114097,1.8975,21.87,20.75,3.78,3.84
4114598,1.8975,21.84,20.75,3.78,3.84
4115097,1.8925,22.53,20.75,3.78,3.84
4115597,1.8963,21.98,20.75,3.78,3.84
4116097,1.8963,21.99,19.75,3.78,3.84
4116598,1.8963,21.99,19.75,3.78,3.84
4117097,1.8950,21.92,19.75,3.78,3.84
4117598,1.8963,21.98,19.75,3.78,3.84
4118097,1.8963,21.99,20.50,3.78,3.84
4118598,1.8963,22.03,20.50,3.78,3.84
4119097,1.8925,22.53,20.50,3.78,3.83
4119598,1.8950,22.00,20.50,3.78,3.83
4120097,1.8950,22.11,21.00,3.78,3.83
4120598,1.8937,22.11,21.00,3.78,3.83
4121097,1.8937,22.10,21.00,3.78,3.83
4121598,1.8950,22.14,21.00,3.78,3.83
4122097,1.8950,22.13,19.50,3.78,3.83
4122597,1.8950,22.13,19.50,3.78,3.83
4123097,1.8937,22.22,19.50,3.78,3.83
4123597,1.8925,22.19,19.50,3.78,3.83
4124097,1.8887,22.62,20.75,3.78,3.83
4124597,1.8937,22.21,20.75,3.78,3.83
4125097,1.8925,22.25,20.75,3.78,3.83
4125597,1.8875,22.69,20.75,3.78,3.83
4126097,1.8925,22.23,20.75,3.78,3.83
4126597,1.8937,22.25,19.50,3.78,3.83
4127104,1.8875,22.70,19.50,3.76,3.83
4127604,1.8913,22.35,19.50,3.76,3.83
4128104,1.8913,22.39,19.50,3.76,3.83
